MyUnknownColumn,order_id,order_item_id,customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,seller_id,seller_city,seller_state,seller_zip_code_prefix,payment_type,payment_sequential,payment_installments,price,freight_value,payment_value,shipping_limit_date,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,day_of_purchase,month_of_purchase,year_of_purchase,month/year_of_purchase,order_status,order_unique_id
523,96cc5b48d0612a6b8917717f1fd073e0,1,aef5406f71a6a3b4d5b5e14c8f2c6a5a,e9a42311906ef0aea61062641bc3c705,29101,"vila velha",ES,c10426af8413edc42015b10a76b43651,perfumaria,50,551,2,2200,35,5,27,7040e82f899a04d1b434b795a43b4617,"sao paulo",SP,1026,boleto,1,1,79.9,15.32,95.22,"2017-10-30 03:56:38","2017-10-22 00:55:23","2017-10-24 03:56:38","2017-10-25 12:18:59","2017-10-31 20:57:40","2017-11-10 00:00:00",Sunday,October,2017,October-2017,delivered,96cc5b48d0612a6b8917717f1fd073e0-1
524,c52b847a710480721b6c4def72048468,1,8345586f08b3fede926a66b367857e3e,52f7c5236c70dde7f062d5f93e79920e,3937,"sao paulo",SP,c10426af8413edc42015b10a76b43651,perfumaria,50,551,2,2200,35,5,27,7040e82f899a04d1b434b795a43b4617,"sao paulo",SP,1026,credit_card,1,1,79.9,9.37,89.27,"2017-12-19 20:08:21","2017-12-13 19:56:25","2017-12-13 20:08:21","2017-12-15 12:27:56","2017-12-17 18:55:56","2018-01-02 00:00:00",Wednesday,December,2017,December-2017,delivered,c52b847a710480721b6c4def72048468-1
525,1cfd2c6aa7a28ece5d2b6761de6a571f,1,a83f8e4b9176a5b958f7301342e32e59,605ae81a185108a9c8192bae163c27db,44380,"cruz das almas",BA,e0884eed28311e4365d93a89ac57eafb,audio,47,423,1,250,27,5,20,7040e82f899a04d1b434b795a43b4617,"sao paulo",SP,1026,credit_card,1,1,19.9,16.79,36.69,"2018-01-29 18:07:27","2018-01-23 17:33:09","2018-01-23 18:07:27","2018-01-26 18:13:36","2018-02-07 22:15:11","2018-02-23 00:00:00",Tuesday,January,2018,January-2018,delivered,1cfd2c6aa7a28ece5d2b6761de6a571f-1
526,5981fe47e1bfe9374b5c58d57ef9dbab,1,610afaffeb1682f6c97c3dcfde10f361,96cf2365af288c0bb05034020a2accff,96990,"estrela velha",RS,e0884eed28311e4365d93a89ac57eafb,audio,47,423,1,250,27,5,20,7040e82f899a04d1b434b795a43b4617,"sao paulo",SP,1026,credit_card,1,3,14.9,15.1,30,"2017-11-30 16:51:24","2017-11-24 15:43:35","2017-11-26 16:51:24","2017-11-29 02:09:18","2017-12-13 00:09:45","2017-12-27 00:00:00",Friday,November,2017,November-2017,delivered,5981fe47e1bfe9374b5c58d57ef9dbab-1
527,70303c8f09c18171b0c0b226b699436e,1,12c0a2ff9cb14a1215dd2b9b8616ce06,1af9e09c5069223f8fb24c5f20fcbe74,6535,"santana de parnaiba",SP,e0884eed28311e4365d93a89ac57eafb,audio,47,423,1,250,27,5,20,7040e82f899a04d1b434b795a43b4617,"sao paulo",SP,1026,boleto,1,1,14.9,7.78,22.68,"2017-12-04 03:32:27","2017-11-25 10:31:33","2017-11-28 03:40:14","2017-11-29 01:46:35","2017-11-30 20:04:24","2017-12-11 00:00:00",Saturday,November,2017,November-2017,delivered,70303c8f09c18171b0c0b226b699436e-1
528,7d9d81483acc12dda194e31e9ba22e9b,1,b1ec6ef6d21f2a3edb86d3b94e09e2d7,e1d0601cd4399d872d59565cb530f7d9,4515,"sao paulo",SP,e0884eed28311e4365d93a89ac57eafb,audio,47,423,1,250,27,5,20,7040e82f899a04d1b434b795a43b4617,"sao paulo",SP,1026,boleto,1,1,19.9,7.78,27.68,"2017-12-06 02:20:10","2017-11-29 09:19:33","2017-11-30 02:20:10","2017-11-30 20:18:47","2017-12-01 18:18:59","2017-12-13 00:00:00",Wednesday,November,2017,November-2017,delivered,7d9d81483acc12dda194e31e9ba22e9b-1
529,80dc6c8aaa5334db08944aab012bb8a7,1,5808329098f8f532ff43033ec188a072,c72a0999496805b6a9c74d76f7315912,6813,"embu das artes",SP,e0884eed28311e4365d93a89ac57eafb,audio,47,423,1,250,27,5,20,7040e82f899a04d1b434b795a43b4617,"sao paulo",SP,1026,credit_card,1,2,19.9,7.78,27.68,"2018-02-15 10:30:42","2018-02-10 10:20:06","2018-02-10 10:30:42","2018-02-16 00:12:46","2018-02-16 15:58:30","2018-02-26 00:00:00",Saturday,February,2018,February-2018,delivered,80dc6c8aaa5334db08944aab012bb8a7-1
530,a23f721497b1d681e6408ab48c1cf387,1,f9ab13c4ce6bd348989081ccc9e71dfe,d0370528c4ade8ce56a93a530163818b,24240,niteroi,RJ,e0884eed28311e4365d93a89ac57eafb,audio,47,423,1,250,27,5,20,7040e82f899a04d1b434b795a43b4617,"sao paulo",SP,1026,voucher,2,1,19.9,14.1,20,"2017-12-17 23:31:37","2017-12-11 22:11:37","2017-12-11 23:36:02","2017-12-13 01:51:46","2018-01-16 20:21:48","2018-01-05 00:00:00",Monday,December,2017,December-2017,delivered,a23f721497b1d681e6408ab48c1cf387-1
531,a23f721497b1d681e6408ab48c1cf387,1,f9ab13c4ce6bd348989081ccc9e71dfe,d0370528c4ade8ce56a93a530163818b,24240,niteroi,RJ,e0884eed28311e4365d93a89ac57eafb,audio,47,423,1,250,27,5,20,7040e82f899a04d1b434b795a43b4617,"sao paulo",SP,1026,credit_card,1,1,19.9,14.1,14,"2017-12-17 23:31:37","2017-12-11 22:11:37","2017-12-11 23:36:02","2017-12-13 01:51:46","2018-01-16 20:21:48","2018-01-05 00:00:00",Monday,December,2017,December-2017,delivered,a23f721497b1d681e6408ab48c1cf387-1
532,fefd2241bdaad0b1f5a3ebbc75fcbc97,1,ccf7f93ad493feb3d33050ce2240a8ef,07d0f92fe98485a217388a6b55cb8162,13044,campinas,SP,e0884eed28311e4365d93a89ac57eafb,audio,47,423,1,250,27,5,20,7040e82f899a04d1b434b795a43b4617,"sao paulo",SP,1026,credit_card,1,1,19.9,7.78,27.68,"2018-01-12 21:08:39","2018-01-08 20:57:04","2018-01-08 21:08:39","2018-01-10 00:24:14","2018-01-12 22:19:18","2018-01-24 00:00:00",Monday,January,2018,January-2018,delivered,fefd2241bdaad0b1f5a3ebbc75fcbc97-1
533,1ecfa320a6763da8b71ad1fbd4df6550,1,de265a335eb5862b07ad34e7511e6a7e,79a34be4a92fc400b28527551f595339,74170,goiania,GO,1078e04ece7f1498a5ea393bf9c4eb98,utilidades_domesticas,41,261,1,1000,28,8,37,7040e82f899a04d1b434b795a43b4617,"sao paulo",SP,1026,boleto,1,1,24.9,17.97,42.87,"2018-08-06 02:45:24","2018-07-31 16:48:21","2018-08-01 03:31:58","2018-08-01 15:43:00","2018-08-06 20:24:54","2018-08-13 00:00:00",Tuesday,July,2018,July-2018,delivered,1ecfa320a6763da8b71ad1fbd4df6550-1
534,39735cad3fa0e9f2ea20c536b26ac87c,1,fc6bab6bb079768258dd4385b9e5d7bb,a9ad39b80ace826baa900d906d27975f,12922,"braganca paulista",SP,1078e04ece7f1498a5ea393bf9c4eb98,utilidades_domesticas,41,261,1,1000,28,8,37,7040e82f899a04d1b434b795a43b4617,"sao paulo",SP,1026,boleto,1,1,24.9,11.19,36.09,"2018-08-07 03:10:15","2018-08-01 18:38:31","2018-08-02 03:10:15","2018-08-02 18:37:00","2018-08-06 19:02:20","2018-08-08 00:00:00",Wednesday,August,2018,August-2018,delivered,39735cad3fa0e9f2ea20c536b26ac87c-1
535,830c7606efcb798e1bacdc56247dc134,1,1ace49e26a375d56dda111fa921f0c01,7d15fd580b793c8ff29e3667ec862df8,4823,"sao paulo",SP,1078e04ece7f1498a5ea393bf9c4eb98,utilidades_domesticas,41,261,1,1000,28,8,37,7040e82f899a04d1b434b795a43b4617,"sao paulo",SP,1026,boleto,1,1,24.9,16.45,117.79,"2018-08-15 03:05:26","2018-08-09 13:35:56","2018-08-10 03:05:26","2018-08-10 15:26:00","2018-08-13 22:38:50","2018-08-24 00:00:00",Thursday,August,2018,August-2018,delivered,830c7606efcb798e1bacdc56247dc134-1
536,8f0ece4530d9684c0412c31486a5aee4,1,b42d2029896109ef336097650cf0e7af,c28bb51e3069fc0c18b767835cbd0c1b,35270,"mendes pimentel",MG,1078e04ece7f1498a5ea393bf9c4eb98,utilidades_domesticas,41,261,1,1000,28,8,37,7040e82f899a04d1b434b795a43b4617,"sao paulo",SP,1026,credit_card,1,2,24.9,19.99,44.89,"2018-08-20 23:04:02","2018-08-14 22:48:49","2018-08-14 23:04:02","2018-08-15 14:43:00","2018-08-21 01:32:24","2018-09-19 00:00:00",Tuesday,August,2018,August-2018,delivered,8f0ece4530d9684c0412c31486a5aee4-1
537,227fa80844be0bd82d292dbfcb79dfe4,1,d67e9d887acaa9d486406b55332f1f70,70154c8e9a3800762ea45dfff91108bf,12224,"sao jose dos campos",SP,d90d7857e8369bf261bcbaeb9731b64e,perfumaria,51,1526,2,850,26,10,26,7040e82f899a04d1b434b795a43b4617,"sao paulo",SP,1026,boleto,1,1,139.9,9.79,149.69,"2017-10-24 03:06:19","2017-10-17 12:02:37","2017-10-18 03:06:19","2017-10-18 21:47:57","2017-10-19 21:35:24","2017-10-27 00:00:00",Tuesday,October,2017,October-2017,delivered,227fa80844be0bd82d292dbfcb79dfe4-1
538,8b9c81aba1637b7096d3d34fe6f880a6,1,ffca1cb088905d26dcee8b7d3aac4349,a841fb573d875d9144d47ceb57b38207,60055,fortaleza,CE,d90d7857e8369bf261bcbaeb9731b64e,perfumaria,51,1526,2,850,26,10,26,7040e82f899a04d1b434b795a43b4617,"sao paulo",SP,1026,credit_card,1,2,139.9,21.38,161.28,"2017-12-19 06:54:32","2017-12-11 15:53:29","2017-12-13 06:54:32","2017-12-13 22:53:33","2018-01-08 22:09:32","2018-01-09 00:00:00",Monday,December,2017,December-2017,delivered,8b9c81aba1637b7096d3d34fe6f880a6-1
539,2456c2028c3aba19df5529d6fc81531f,1,e48fb89bd9b6253667462a5a7663a5ef,241a3f899f0574fb6220395ef306b6c6,95520,osorio,RS,b8a69a36a5ebf7a558bf12a864f2e0bb,perfumaria,51,934,1,400,27,5,20,7040e82f899a04d1b434b795a43b4617,"sao paulo",SP,1026,credit_card,1,1,34.9,15.1,50,"2017-10-09 17:56:12","2017-10-03 17:37:47","2017-10-03 17:56:12","2017-10-06 21:26:47","2017-10-17 20:33:16","2017-11-07 00:00:00",Tuesday,October,2017,October-2017,delivered,2456c2028c3aba19df5529d6fc81531f-1
540,505e3b83ecc630a2507a9d9c8bfedd8b,1,234b8c7443c22633e616ec258dbb68c8,4ad3c6eb3e5396d0578e62c11282d30f,36800,carangola,MG,b8a69a36a5ebf7a558bf12a864f2e0bb,perfumaria,51,934,1,400,27,5,20,7040e82f899a04d1b434b795a43b4617,"sao paulo",SP,1026,boleto,1,1,34.9,15.1,50,"2017-10-13 02:07:11","2017-10-05 14:48:13","2017-10-06 02:07:11","2017-10-09 22:46:31","2017-10-27 09:38:49","2017-11-03 00:00:00",Thursday,October,2017,October-2017,delivered,505e3b83ecc630a2507a9d9c8bfedd8b-1
541,2a4a59ba2f6ffd2ab64d38122a957cba,1,07660608cde07538da3a7ff7a838af11,b07ab7760be2e1a49e973e9f05c74997,3062,"sao paulo",SP,b17a6664cea6ac6c23ff388f5a67c973,beleza_saude,50,212,2,333,29,6,17,7040e82f899a04d1b434b795a43b4617,"sao paulo",SP,1026,voucher,2,1,24.9,8.29,2.7,"2018-05-18 10:55:24","2018-05-15 10:12:10","2018-05-15 10:55:24","2018-05-15 15:19:00","2018-05-16 19:18:48","2018-05-24 00:00:00",Tuesday,May,2018,May-2018,delivered,2a4a59ba2f6ffd2ab64d38122a957cba-1
542,2a4a59ba2f6ffd2ab64d38122a957cba,1,07660608cde07538da3a7ff7a838af11,b07ab7760be2e1a49e973e9f05c74997,3062,"sao paulo",SP,b17a6664cea6ac6c23ff388f5a67c973,beleza_saude,50,212,2,333,29,6,17,7040e82f899a04d1b434b795a43b4617,"sao paulo",SP,1026,voucher,1,1,24.9,8.29,30.49,"2018-05-18 10:55:24","2018-05-15 10:12:10","2018-05-15 10:55:24","2018-05-15 15:19:00","2018-05-16 19:18:48","2018-05-24 00:00:00",Tuesday,May,2018,May-2018,delivered,2a4a59ba2f6ffd2ab64d38122a957cba-1
543,47aa694d87f6ae4995bd02d6e8d9132d,1,0e9d153de61896911c7d236b8a6c1886,119606479bd91b852d2237c3505e647f,9260,"santo andre",SP,b17a6664cea6ac6c23ff388f5a67c973,beleza_saude,50,212,2,333,29,6,17,7040e82f899a04d1b434b795a43b4617,"sao paulo",SP,1026,voucher,3,1,24.9,8.29,3.75,"2018-04-03 23:15:12","2018-03-28 23:04:56","2018-03-28 23:15:12","2018-04-02 23:52:08","2018-04-04 18:52:30","2018-04-10 00:00:00",Wednesday,March,2018,March-2018,delivered,47aa694d87f6ae4995bd02d6e8d9132d-1
544,47aa694d87f6ae4995bd02d6e8d9132d,1,0e9d153de61896911c7d236b8a6c1886,119606479bd91b852d2237c3505e647f,9260,"santo andre",SP,b17a6664cea6ac6c23ff388f5a67c973,beleza_saude,50,212,2,333,29,6,17,7040e82f899a04d1b434b795a43b4617,"sao paulo",SP,1026,voucher,2,1,24.9,8.29,1.85,"2018-04-03 23:15:12","2018-03-28 23:04:56","2018-03-28 23:15:12","2018-04-02 23:52:08","2018-04-04 18:52:30","2018-04-10 00:00:00",Wednesday,March,2018,March-2018,delivered,47aa694d87f6ae4995bd02d6e8d9132d-1
545,47aa694d87f6ae4995bd02d6e8d9132d,1,0e9d153de61896911c7d236b8a6c1886,119606479bd91b852d2237c3505e647f,9260,"santo andre",SP,b17a6664cea6ac6c23ff388f5a67c973,beleza_saude,50,212,2,333,29,6,17,7040e82f899a04d1b434b795a43b4617,"sao paulo",SP,1026,voucher,4,1,24.9,8.29,19.76,"2018-04-03 23:15:12","2018-03-28 23:04:56","2018-03-28 23:15:12","2018-04-02 23:52:08","2018-04-04 18:52:30","2018-04-10 00:00:00",Wednesday,March,2018,March-2018,delivered,47aa694d87f6ae4995bd02d6e8d9132d-1
546,47aa694d87f6ae4995bd02d6e8d9132d,1,0e9d153de61896911c7d236b8a6c1886,119606479bd91b852d2237c3505e647f,9260,"santo andre",SP,b17a6664cea6ac6c23ff388f5a67c973,beleza_saude,50,212,2,333,29,6,17,7040e82f899a04d1b434b795a43b4617,"sao paulo",SP,1026,voucher,1,1,24.9,8.29,7.83,"2018-04-03 23:15:12","2018-03-28 23:04:56","2018-03-28 23:15:12","2018-04-02 23:52:08","2018-04-04 18:52:30","2018-04-10 00:00:00",Wednesday,March,2018,March-2018,delivered,47aa694d87f6ae4995bd02d6e8d9132d-1
547,2bdb4d9144e83d80bd260aedc3932c2b,1,7d6183cbd401ec9c46de24fa02a1a48b,48a245118cb42f0341662845e6d06375,13411,piracicaba,SP,59bad18214d8473f32faead52fe7fd4b,informatica_acessorios,52,409,1,200,27,5,20,7040e82f899a04d1b434b795a43b4617,"sao paulo",SP,1026,credit_card,1,1,9.9,8.72,18.62,"2017-12-21 19:31:38","2017-12-16 19:11:24","2017-12-16 19:32:58","2017-12-19 18:12:48","2017-12-23 01:04:29","2018-01-05 00:00:00",Saturday,December,2017,December-2017,delivered,2bdb4d9144e83d80bd260aedc3932c2b-1
548,30a75160cb7835cf044e45a5ad7abf0a,1,ff761bcce41a296b30dd9f9cba4c9761,a2d76872f0dca68506fa8a6653bfbe81,91130,"porto alegre",RS,98c398fbaff6d54ed48439476c7e9844,utilidades_domesticas,46,1329,1,1000,20,10,20,7040e82f899a04d1b434b795a43b4617,"sao paulo",SP,1026,credit_card,1,4,79.9,15.66,95.56,"2018-08-17 00:45:12","2018-08-13 00:32:51","2018-08-13 00:45:12","2018-08-13 15:26:00","2018-08-22 23:10:37","2018-08-29 00:00:00",Monday,August,2018,August-2018,delivered,30a75160cb7835cf044e45a5ad7abf0a-1
549,337ed97aec5fea9e7e8169cf04876433,1,e465c6ea4029a5ac79cff9d1d8a73755,07fa462b54870cf20c05a33c4f15c6e4,41830,salvador,BA,53090d94b00b6613c77382b7f4617d2b,audio,47,421,1,250,27,5,20,7040e82f899a04d1b434b795a43b4617,"sao paulo",SP,1026,credit_card,1,1,24.9,15.79,40.69,"2017-10-16 21:35:51","2017-10-09 20:23:03","2017-10-09 20:35:51","2017-10-11 23:13:30","2017-11-03 23:27:43","2017-10-31 00:00:00",Monday,October,2017,October-2017,delivered,337ed97aec5fea9e7e8169cf04876433-1
550,85bb28ec7b858a8b703d82a51b3f5e1f,1,404563b19eb7787cb7a8e07e853f7250,bf82837a50afe7e09679eeedfa1285ce,57010,maceio,AL,53090d94b00b6613c77382b7f4617d2b,audio,47,421,1,250,27,5,20,7040e82f899a04d1b434b795a43b4617,"sao paulo",SP,1026,boleto,1,1,14.9,21.15,36.05,"2017-11-30 04:32:30","2017-11-24 21:36:12","2017-11-25 04:32:30","2017-11-28 02:06:44","2017-12-06 18:48:07","2017-12-21 00:00:00",Friday,November,2017,November-2017,delivered,85bb28ec7b858a8b703d82a51b3f5e1f-1
551,b832b44bf5dbb96feec7409c23977046,1,cc2e71564f598d61c6eb0596715a83ff,6815555e5f3189411e31674606ef55e4,35613,"estrela do indaia",MG,53090d94b00b6613c77382b7f4617d2b,audio,47,421,1,250,27,5,20,7040e82f899a04d1b434b795a43b4617,"sao paulo",SP,1026,credit_card,1,1,22.9,15.1,38,"2017-11-23 15:47:47","2017-11-17 15:33:05","2017-11-17 15:47:47","2017-11-22 00:52:55","2017-11-29 06:17:14","2017-12-11 00:00:00",Friday,November,2017,November-2017,delivered,b832b44bf5dbb96feec7409c23977046-1
552,342abacf5185442bacf95ce406225c6c,1,61a90100c4c577546058330f1ee45df9,0f546eaf66eb19369deb8b9eda151b4f,4062,"sao paulo",SP,01bd9be7c04525d23a4a901b4abbf56c,utilidades_domesticas,28,331,1,8150,40,11,40,7040e82f899a04d1b434b795a43b4617,"sao paulo",SP,1026,credit_card,1,10,159.9,19.42,179.32,"2018-01-31 14:20:09","2018-01-25 14:10:23","2018-01-25 14:20:09","2018-01-26 21:06:52","2018-01-29 17:28:58","2018-02-09 00:00:00",Thursday,January,2018,January-2018,delivered,342abacf5185442bacf95ce406225c6c-1
553,a7c8f80297142bb722fe6d1bda6f5fe6,1,d3a8e1ea909151a954accab74ea6b663,c8330933899939c96a4f2632b9f4c8ce,5133,"sao paulo",SP,01bd9be7c04525d23a4a901b4abbf56c,utilidades_domesticas,28,331,1,8150,40,11,40,7040e82f899a04d1b434b795a43b4617,"sao paulo",SP,1026,credit_card,1,2,159.9,19.42,179.32,"2017-12-04 21:51:24","2017-11-28 21:32:32","2017-11-28 21:51:24","2017-11-30 20:18:52","2017-12-01 17:48:43","2017-12-12 00:00:00",Tuesday,November,2017,November-2017,delivered,a7c8f80297142bb722fe6d1bda6f5fe6-1
554,c8cd8e0f700ac1654cd0b3fe26ff99e9,1,380c29d5c7bc93676a017b1edbf4ea20,22c74adc2265375db611c05482fa9b7b,55660,bezerros,PE,01bd9be7c04525d23a4a901b4abbf56c,utilidades_domesticas,28,331,1,8150,40,11,40,7040e82f899a04d1b434b795a43b4617,"sao paulo",SP,1026,credit_card,2,6,159.9,29.52,198.84,"2017-10-29 22:25:37","2017-10-23 22:08:01","2017-10-23 22:25:37","2017-10-24 20:43:51","2017-11-01 18:51:27","2017-11-23 00:00:00",Monday,October,2017,October-2017,delivered,c8cd8e0f700ac1654cd0b3fe26ff99e9-1
555,c8cd8e0f700ac1654cd0b3fe26ff99e9,1,380c29d5c7bc93676a017b1edbf4ea20,22c74adc2265375db611c05482fa9b7b,55660,bezerros,PE,01bd9be7c04525d23a4a901b4abbf56c,utilidades_domesticas,28,331,1,8150,40,11,40,7040e82f899a04d1b434b795a43b4617,"sao paulo",SP,1026,credit_card,1,6,159.9,29.52,180,"2017-10-29 22:25:37","2017-10-23 22:08:01","2017-10-23 22:25:37","2017-10-24 20:43:51","2017-11-01 18:51:27","2017-11-23 00:00:00",Monday,October,2017,October-2017,delivered,c8cd8e0f700ac1654cd0b3fe26ff99e9-1
556,c8cd8e0f700ac1654cd0b3fe26ff99e9,2,380c29d5c7bc93676a017b1edbf4ea20,22c74adc2265375db611c05482fa9b7b,55660,bezerros,PE,01bd9be7c04525d23a4a901b4abbf56c,utilidades_domesticas,28,331,1,8150,40,11,40,7040e82f899a04d1b434b795a43b4617,"sao paulo",SP,1026,credit_card,2,6,159.9,29.52,198.84,"2017-10-29 22:25:37","2017-10-23 22:08:01","2017-10-23 22:25:37","2017-10-24 20:43:51","2017-11-01 18:51:27","2017-11-23 00:00:00",Monday,October,2017,October-2017,delivered,c8cd8e0f700ac1654cd0b3fe26ff99e9-2
557,c8cd8e0f700ac1654cd0b3fe26ff99e9,2,380c29d5c7bc93676a017b1edbf4ea20,22c74adc2265375db611c05482fa9b7b,55660,bezerros,PE,01bd9be7c04525d23a4a901b4abbf56c,utilidades_domesticas,28,331,1,8150,40,11,40,7040e82f899a04d1b434b795a43b4617,"sao paulo",SP,1026,credit_card,1,6,159.9,29.52,180,"2017-10-29 22:25:37","2017-10-23 22:08:01","2017-10-23 22:25:37","2017-10-24 20:43:51","2017-11-01 18:51:27","2017-11-23 00:00:00",Monday,October,2017,October-2017,delivered,c8cd8e0f700ac1654cd0b3fe26ff99e9-2
558,34c1a691fc965ffffd792dbd8e7ac087,1,076a27d502aeeddb25e540fb3caf9b3e,e760293a462479dea72a1a8ff7da5931,2018,"sao paulo",SP,0d9cceec564febe77a44f8123dc2279b,telefonia,52,815,2,250,27,5,20,7040e82f899a04d1b434b795a43b4617,"sao paulo",SP,1026,credit_card,1,1,19.9,9.34,110.72,"2017-12-14 18:50:08","2017-12-10 18:34:12","2017-12-10 18:50:08","2017-12-16 00:33:00","2017-12-18 20:49:56","2017-12-28 00:00:00",Sunday,December,2017,December-2017,delivered,34c1a691fc965ffffd792dbd8e7ac087-1
559,34c1a691fc965ffffd792dbd8e7ac087,2,076a27d502aeeddb25e540fb3caf9b3e,e760293a462479dea72a1a8ff7da5931,2018,"sao paulo",SP,0d9cceec564febe77a44f8123dc2279b,telefonia,52,815,2,250,27,5,20,7040e82f899a04d1b434b795a43b4617,"sao paulo",SP,1026,credit_card,1,1,19.9,9.34,110.72,"2017-12-14 18:50:08","2017-12-10 18:34:12","2017-12-10 18:50:08","2017-12-16 00:33:00","2017-12-18 20:49:56","2017-12-28 00:00:00",Sunday,December,2017,December-2017,delivered,34c1a691fc965ffffd792dbd8e7ac087-2
560,34c1a691fc965ffffd792dbd8e7ac087,3,076a27d502aeeddb25e540fb3caf9b3e,e760293a462479dea72a1a8ff7da5931,2018,"sao paulo",SP,0d9cceec564febe77a44f8123dc2279b,telefonia,52,815,2,250,27,5,20,7040e82f899a04d1b434b795a43b4617,"sao paulo",SP,1026,credit_card,1,1,19.9,9.34,110.72,"2017-12-14 18:50:08","2017-12-10 18:34:12","2017-12-10 18:50:08","2017-12-16 00:33:00","2017-12-18 20:49:56","2017-12-28 00:00:00",Sunday,December,2017,December-2017,delivered,34c1a691fc965ffffd792dbd8e7ac087-3
561,34c1a691fc965ffffd792dbd8e7ac087,4,076a27d502aeeddb25e540fb3caf9b3e,e760293a462479dea72a1a8ff7da5931,2018,"sao paulo",SP,5d61fa9714218b033b42ca6cbf0f2570,telefonia,53,816,2,350,27,5,20,7040e82f899a04d1b434b795a43b4617,"sao paulo",SP,1026,credit_card,1,1,19.9,3.11,110.72,"2017-12-14 18:50:08","2017-12-10 18:34:12","2017-12-10 18:50:08","2017-12-16 00:33:00","2017-12-18 20:49:56","2017-12-28 00:00:00",Sunday,December,2017,December-2017,delivered,34c1a691fc965ffffd792dbd8e7ac087-4
562,c0805c744ff47283d91804ab88a2e5c6,1,feb25a9935622c0e73e43acf72412f51,cb7ab27579bda3363cb3cc39c7f0bf25,5890,"sao paulo",SP,0d9cceec564febe77a44f8123dc2279b,telefonia,52,815,2,250,27,5,20,7040e82f899a04d1b434b795a43b4617,"sao paulo",SP,1026,credit_card,1,1,14.9,7.78,22.68,"2017-11-30 16:54:02","2017-11-24 14:43:03","2017-11-24 16:54:02","2017-11-30 20:16:59","2017-12-02 01:54:38","2017-12-08 00:00:00",Friday,November,2017,November-2017,delivered,c0805c744ff47283d91804ab88a2e5c6-1
563,35e29aad915d0ccfeeb308572ff8fe79,1,f0c584bdbe6bc2d65a3906a25191b07f,36a9da4891b799387b6e7d59173ab8b6,71680,brasilia,DF,9a4b54310a69c82a6773791c9099e109,utilidades_domesticas,22,332,1,250,34,5,27,7040e82f899a04d1b434b795a43b4617,"sao paulo",SP,1026,boleto,1,1,5.9,15.11,21.01,"2017-11-13 04:30:32","2017-11-04 12:02:38","2017-11-07 07:30:38","2017-11-09 18:48:43","2017-11-17 16:12:57","2017-11-27 00:00:00",Saturday,November,2017,November-2017,delivered,35e29aad915d0ccfeeb308572ff8fe79-1
564,50c4d73707f3154c08eb85d0fd1e5149,1,923c66d220bd6cc4760eb719e35f0b2f,0045e9ad4d6c85d2323a7ab374b76183,36200,barbacena,MG,9a4b54310a69c82a6773791c9099e109,utilidades_domesticas,22,332,1,250,34,5,27,7040e82f899a04d1b434b795a43b4617,"sao paulo",SP,1026,boleto,1,1,5.9,18.23,24.13,"2018-06-27 03:31:44","2018-06-19 23:13:23","2018-06-21 03:38:48","2018-06-21 15:12:00","2018-06-27 16:18:42","2018-07-16 00:00:00",Tuesday,June,2018,June-2018,delivered,50c4d73707f3154c08eb85d0fd1e5149-1
565,84ddfd4c559558c53b5a4c6765e49be8,1,16d5e579f5c682f592d57463ea890794,e46199e608da08442ed8c8202690bebb,6382,carapicuiba,SP,9a4b54310a69c82a6773791c9099e109,utilidades_domesticas,22,332,1,250,34,5,27,7040e82f899a04d1b434b795a43b4617,"sao paulo",SP,1026,credit_card,1,1,5.9,7.39,53.16,"2018-08-14 21:44:52","2018-08-09 21:31:52","2018-08-09 21:44:52","2018-08-10 15:11:00","2018-08-13 22:35:48","2018-08-15 00:00:00",Thursday,August,2018,August-2018,delivered,84ddfd4c559558c53b5a4c6765e49be8-1
566,84ddfd4c559558c53b5a4c6765e49be8,2,16d5e579f5c682f592d57463ea890794,e46199e608da08442ed8c8202690bebb,6382,carapicuiba,SP,9a4b54310a69c82a6773791c9099e109,utilidades_domesticas,22,332,1,250,34,5,27,7040e82f899a04d1b434b795a43b4617,"sao paulo",SP,1026,credit_card,1,1,5.9,7.39,53.16,"2018-08-14 21:44:52","2018-08-09 21:31:52","2018-08-09 21:44:52","2018-08-10 15:11:00","2018-08-13 22:35:48","2018-08-15 00:00:00",Thursday,August,2018,August-2018,delivered,84ddfd4c559558c53b5a4c6765e49be8-2
567,84ddfd4c559558c53b5a4c6765e49be8,3,16d5e579f5c682f592d57463ea890794,e46199e608da08442ed8c8202690bebb,6382,carapicuiba,SP,9a4b54310a69c82a6773791c9099e109,utilidades_domesticas,22,332,1,250,34,5,27,7040e82f899a04d1b434b795a43b4617,"sao paulo",SP,1026,credit_card,1,1,5.9,7.39,53.16,"2018-08-14 21:44:52","2018-08-09 21:31:52","2018-08-09 21:44:52","2018-08-10 15:11:00","2018-08-13 22:35:48","2018-08-15 00:00:00",Thursday,August,2018,August-2018,delivered,84ddfd4c559558c53b5a4c6765e49be8-3
